"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering3_1.csv",,,,"Date:","27 Sep 2022 23:55:49 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
7.053,0.668,89.330,2.847,0.102,4651068.186,6257450.933,0,0,3609.771,8901.430,1312.550,459.524
0,0,100,0,0,0,0,3960,915,0,0,253,326
0,0,100,0,0,0,0,3328,342,0,0,215,302
0,0,99.798,0.202,0,8192,90112,3970,451,0,0,271,354
0.200,0,99.600,0,0.200,0,0,7312,591,0,0,296,356
0,0,100,0,0,0,0,4386,342,0,0,243,302
0,0,100,0,0,0,0,4336,451,0,0,262,342
0,0,100,0,0,0,0,5646,451,0,0,249,296
0,0,99.800,0,0.200,0,0,3828,342,0,0,249,313
0,0,99.598,0.402,0,0,24576,5064,451,0,0,294,346
0,0,100,0,0,0,0,5404,451,0,0,246,300
0,0,100,0,0,0,0,4712,342,0,0,260,310
0,0,99.800,0,0.200,0,0,4812,342,0,0,291,331
0,0.200,99.800,0,0,0,0,5984,560,0,0,267,311
0,0,100,0,0,0,0,3826,342,0,0,279,340
0,0,99.598,0.201,0.201,0,24576,4420,384,0,0,282,337
0,0,100,0,0,0,106496,5676,560,0,0,273,331
0,0,100,0,0,0,0,3938,342,0,0,242,298
0,0,99.800,0,0.200,0,0,5298,342,0,0,289,330
0,0,100,0,0,0,0,7934,692,0,0,281,336
0,0,100,0,0,0,0,8400,342,0,0,261,308
0.401,0,98.998,0.401,0.200,212992,155648,4640,342,106496,0,480,512
0,0,100,0,0,0,0,5846,576,0,0,274,314
0,0.201,99.799,0,0,0,0,4896,342,0,0,270,314
0,0,100,0,0,0,0,5272,342,0,0,295,347
0,0,99.800,0,0.200,0,0,5614,560,0,0,247,304
0,0,100,0,0,0,0,5440,342,0,0,250,307
0,0,99.799,0.201,0,0,32768,6854,342,0,0,294,336
0,0,99.800,0,0.200,0,0,6418,560,0,0,285,334
0,0,100,0,0,0,0,4566,444,0,0,257,316
0.200,0,99.800,0,0,0,0,5454,798,0,0,286,329
0,0,100,0,0,0,8192,5582,560,0,0,266,334
0,0,99.800,0,0.200,0,0,4328,446,0,0,248,318
0,0.201,99.398,0.402,0,0,24576,4956,342,0,0,296,349
0,0,100,0,0,0,0,7508,692,0,0,275,339
0,0,99.800,0,0.200,0,0,5153,342,0,0,258,300
0.400,0,99.600,0,0,0,0,3946,384,0,0,282,344
0,0,100,0,0,0,0,4880,560,0,0,237,301
0,0,100,0,0,0,0,3956,342,0,0,245,314
0,0.200,99.399,0.200,0.200,0,24576,3988,342,0,0,278,352
0,0,100,0,0,0,0,7604,560,0,0,265,312
0,0,100,0,0,0,0,4550,474,0,0,244,316
0,0,100,0,0,0,0,4184,342,0,0,261,326
0,0,99.800,0,0.200,0,0,4374,560,0,0,239,316
0,0,100,0,0,0,0,4910,342,0,0,253,320
0,0,99.598,0.402,0,0,24576,3954,342,0,0,275,339
0,0,100,0,0,0,0,4702,560,0,0,252,316
0,0,99.598,0.201,0.201,0,106496,4892,384,0,0,246,311
0,0,100,0,0,0,0,4232,342,0,0,274,342
0,0,100,0,0,0,0,7864,692,0,0,280,336
0,0,99.800,0,0.200,0,0,4764,474,0,0,236,295
0,0,99.799,0.201,0,0,57344,3620,342,0,0,276,350
0,0,100,0,0,0,0,6104,560,0,0,257,313
0,0.200,99.599,0,0.200,0,0,3828,342,0,0,249,319
0,0,100,0,0,0,0,3788,342,0,0,266,342
0,0,100,0,0,0,0,4806,560,0,0,236,300
0,0,100,0,0,0,0,5058,342,0,0,272,328
0,0,99.399,0.401,0.200,0,65536,4266,384,0,0,281,335
0,0,100,0,0,0,0,5586,662,0,0,264,325
0,0,100,0,0,0,0,3738,798,0,0,240,314
0,0.200,99.600,0,0.200,0,0,8280,342,0,0,280,333
0,0,100,0,0,0,0,5322,560,0,0,253,317
0,0,100,0,0,0,8192,5724,342,0,0,261,310
0.200,0,99.400,0.200,0.200,0,24576,6848,342,0,0,304,356
0,0,100,0,0,0,0,8392,692,0,0,305,357
0,0,100,0,0,0,0,4828,342,0,0,254,308
0,0,99.800,0,0.200,0,0,4378,342,0,0,266,332
0,0,100,0,0,0,0,6610,560,0,0,262,308
0,0,100,0,0,0,0,4610,342,0,0,264,322
0,0,99.399,0.401,0.200,0,24576,4546,342,0,0,287,344
0,0,100,0,0,0,0,6854,560,0,0,265,302
0,0,100,0,0,0,0,4516,342,0,0,256,310
0,0,99.799,0,0.201,0,0,4898,342,0,0,295,337
0,0,100,0,0,0,0,4924,560,0,0,250,314
0.200,0,99.800,0,0,0,0,4716,342,0,0,276,336
0,0,99.598,0.201,0.201,0,24576,3842,342,0,0,259,331
0,0,100,0,0,0,0,5404,560,0,0,258,325
0,0,100,0,0,0,0,3712,342,0,0,220,297
0,0,99.598,0.201,0.201,0,90112,4024,384,0,0,268,331
0,0,100,0,0,0,0,7782,692,0,0,275,333
0,0,100,0,0,0,0,6562,342,0,0,260,308
0.200,0.400,99,0.400,0,65536,57344,3760,342,49152,0,344,417
0,0,99.800,0,0.200,32768,0,5800,576,0,0,301,341
0,0,100,0,0,0,0,4264,342,0,0,249,322
0,0,100,0,0,0,0,4470,342,0,0,288,347
0,0,100,0,0,0,0,5224,560,0,0,244,304
0,0,100,0,0,0,0,5276,342,0,0,260,313
0,0,99.399,0.401,0.200,0,57344,5140,444,0,0,285,350
0,0,100,0,0,0,0,5452,1024,0,0,261,328
0,0,100,0,0,0,0,4118,342,0,0,248,314
0,0,100,0,0,0,0,4952,342,0,0,271,319
0,0,100,0,0,0,0,4954,560,0,0,251,316
0,0,100,0,0,0,0,4824,342,0,0,269,327
0.200,0.200,99.200,0.400,0,0,98304,4874,342,0,0,307,356
0,0,99.800,0,0.200,0,0,9080,692,0,0,313,344
0,0,100,0,0,0,0,5497,342,0,0,254,298
0,0,100,0,0,0,0,4614,342,0,0,283,345
0,0,100,0,0,0,0,6591,560,0,0,262,300
0,0,99.800,0,0.200,0,0,6596,342,0,0,287,310
0,0,99.799,0.201,0,0,24576,5640,384,0,0,325,352
0,0,100,0,0,0,0,10848,560,0,0,298,312
0,0,99.800,0,0.200,0,0,5216,342,0,0,252,306
0,0,100,0,0,0,0,5624,342,0,0,275,319
0.201,0.201,99.598,0,0,0,0,5339,560,0,0,381,411
0,0,99.800,0,0.200,0,0,5334,342,0,0,266,322
0,0,99.799,0.201,0,0,32768,4972,342,0,0,302,343
0,0,100,0,0,0,0,6976,560,0,0,270,312
0,0,100,0,0,0,0,4684,342,0,0,220,298
0,0,99.599,0.200,0.200,0,114688,4324,342,0,0,298,352
1.004,0,98.996,0,0,0,0,7584,692,0,0,295,342
0,0,100,0,0,0,0,4650,342,0,0,240,301
0,0,99.598,0.402,0,0,57344,4326,342,0,0,287,353
0,0,99.800,0,0.200,0,0,6028,560,0,0,263,310
0,0,100,0,0,0,0,4676,342,0,0,252,314
0,0,100,0,0,0,0,4982,342,0,0,288,338
0.200,0,99.601,0,0.200,0,0,4084,560,0,0,236,306
0,0,99.799,0.201,0,0,32768,4602,444,0,0,268,332
0,0,100,0,0,0,0,4752,806,0,0,276,318
0,0,100,0,0,0,0,5284,560,0,0,252,322
0,0.200,99.600,0,0.200,0,0,3586,342,0,0,243,316
0,0,100,0,0,0,0,6916,384,0,0,289,334
0,0,100,0,0,0,0,4498,560,0,0,244,316
0,0,99.598,0.402,0,0,24576,4344,342,0,0,249,312
0,0,99.800,0,0.200,0,0,3652,342,0,0,271,340
0,0,100,0,0,0,8192,8366,692,0,0,306,348
0,0,100,0,0,0,0,4558,342,0,0,247,296
0.200,0,99.800,0,0,0,0,4016,342,0,0,266,329
0,0,99.800,0,0.200,0,0,6728,560,0,0,274,307
0,0,99.799,0.201,0,0,24576,5506,342,0,0,289,336
0,0,100,0,0,0,32768,4070,342,0,0,283,343
0,0,99.800,0,0.200,0,0,6412,560,0,0,264,298
0,0,100,0,0,0,0,7138,342,0,0,281,313
0,0,100,0,0,0,0,5986,342,0,0,289,326
0,0.200,99.600,0,0.200,0,0,7350,560,0,0,299,330
0,0,99.598,0.402,0,0,24576,5376,342,0,0,323,351
0,0,99.800,0,0.200,0,0,6320,342,0,0,312,332
0,0,100,0,0,0,0,6152,560,0,0,277,320
0,0,100,0,0,0,0,6386,342,0,0,280,300
0,0,99.800,0,0.200,0,0,5170,342,0,0,283,328
0,0,99.799,0.201,0,0,98304,10558,692,0,0,328,333
0.201,0.201,99.398,0.201,0,0,57344,8445,596,0,0,328,357
0.200,0,99.599,0,0.200,0,0,5986,450,0,0,313,356
0.201,0.201,99.398,0.201,0,65536,0,6024,560,32768,0,370,381
0,0.200,99.800,0,0,0,0,5808,350,0,0,273,313
0,0,99.800,0,0.200,0,0,5774,342,0,0,313,358
0,0,99.598,0.402,0,0,40960,7852,662,0,0,303,334
0,0,100,0,0,0,0,4802,806,0,0,253,306
0,0,99.800,0,0.200,0,0,6780,342,0,0,283,329
0,0,100,0,0,0,0,5378,560,0,0,260,326
0,0,100,0,0,0,0,9030,3579,0,0,279,336
0,0,100,0,0,0,0,3938,2023,0,0,266,326
0,0,99.799,0.201,0,0,24576,6632,560,0,0,262,331
0,0,99.800,0,0.200,0,0,4370,342,0,0,253,329
0.200,0,99.800,0,0,0,0,5812,342,0,0,260,335
0,0,100,0,0,0,0,6962,692,0,0,278,338
0,0,100,0,0,0,0,4063,342,0,0,233,308
0,0,99.800,0,0.200,0,0,4420,342,0,0,275,338
0,0.200,99.599,0.200,0,0,32768,4564,560,0,0,241,310
0,0,100,0,0,0,0,4486,342,0,0,252,312
0,0,100,0,0,0,8192,3736,342,0,0,254,333
0,0,99.800,0,0.200,0,0,8406,560,0,0,257,323
0,0,100,0,0,0,0,3270,446,0,0,229,310
0,0,100,0,0,0,0,3630,384,0,0,247,320
0,0,99.799,0.201,0,0,24576,4140,560,0,0,281,360
0,0,99.800,0,0.200,0,0,4516,342,0,0,250,316
0,0,100,0,0,0,32768,2906,342,0,0,247,327
0,0,100,0,0,0,0,5424,560,0,0,258,312
0,0,100,0,0,0,0,5402,342,0,0,242,295
0,0,99.599,0.200,0.200,0,32768,3958,342,0,0,274,348
0,0,100,0,0,0,0,7452,692,0,0,276,330
0,0,99.599,0.401,0,0,131072,5520,342,0,0,283,317
0,0,99.799,0,0.201,0,0,4448,342,0,0,279,343
0,0,100,0,0,0,0,6730,560,0,0,269,308
0,0,100,0,0,0,0,6800,342,0,0,258,314
0,0,99.599,0.200,0.200,0,57344,4888,444,0,0,294,344
0,0.200,99.800,0,0,0,8192,7368,1024,0,0,270,310
0.200,0,99.800,0,0,0,0,5482,502,0,0,274,324
0,0,99.800,0,0.200,0,0,4768,342,0,0,270,318
0,0,100,0,0,0,0,6662,560,0,0,272,314
0,0,100,0,0,0,0,4550,342,0,0,249,311
0,0,99.598,0.201,0.201,0,24576,9094,342,0,0,306,344
0,0,100,0,0,0,0,6190,560,0,0,272,324
0,0.200,99.800,0,0,0,0,4310,342,0,0,230,297
0,0.201,99.799,0,0,0,0,5714,384,0,0,304,336
0,0,99.800,0,0.200,0,0,9028,692,0,0,328,348
0,0,100,0,0,0,0,4744,342,0,0,248,307
0,0.201,99.398,0.402,0,0,49152,5170,342,0,0,293,358
0,0,99.800,0,0.200,0,0,6652,560,0,0,259,306
0,0,100,0,0,0,0,4410,342,0,0,250,320
0.200,0,99.800,0,0,0,0,4812,342,0,0,280,326
0,0,100,0,0,0,16384,5866,560,0,0,254,310
0,0,100,0,0,0,0,6582,342,0,0,255,309
0,0,99.599,0.200,0.200,0,24576,3718,342,0,0,279,356
0,0,100,0,0,0,0,7950,560,0,0,280,319
0,0,100,0,0,0,0,3556,342,0,0,250,326
0,0,100,0,0,0,0,4220,342,0,0,282,333
0,0,99.800,0,0.200,0,0,5076,560,0,0,265,326
0,0,100,0,0,0,0,4188,342,0,0,230,297
0,0,99.599,0.401,0,0,24576,4176,342,0,0,272,340
0.200,0,99.800,0,0,0,0,7190,692,0,0,273,328
0,0,99.599,0.200,0.200,0,139264,7514,342,0,0,260,318
0,0,100,0,0,0,0,4230,342,0,0,281,344
0,0,100,0,0,32768,0,4746,560,16384,0,342,402
0,0.200,99.800,0,0,0,0,4642,452,0,0,269,323
0,0,99.599,0.200,0.200,0,57344,4384,840,0,0,295,352
0,0,100,0,0,0,0,4702,560,0,0,247,314
0,0,100,0,0,0,0,4100,342,0,0,248,310
0,0,100,0,0,0,0,5906,342,0,0,279,324
0.201,0,99.799,0,0,0,0,5623,939,0,0,267,332
0,0,100,0,0,0,0,3986,342,0,0,248,309
0,0,99.799,0.201,0,0,24576,5572,342,0,0,295,334
0,0,99.800,0,0.200,0,0,5354,560,0,0,254,322
0,0,100,0,0,0,0,4504,342,0,0,267,330
0,0.201,99.799,0,0,0,0,6556,342,0,0,292,351
0.200,0,99.599,0,0.200,0,0,7936,692,0,0,289,336
0,0,100,0,0,0,0,5955,342,0,0,238,304
0,0,99.799,0.201,0,0,32768,4544,342,0,0,294,359
0,0,99.800,0,0.200,0,0,5390,560,0,0,251,308
0,0,100,0,0,0,0,4688,342,0,0,256,311
0,0,100,0,0,0,0,3878,342,0,0,252,326
0,0,99.800,0,0.200,0,0,8042,560,0,0,270,312
0,0,100,0,0,0,8192,4076,342,0,0,251,312
0,0,99.799,0.201,0,0,24576,4152,474,0,0,277,334
0,0,99.800,0,0.200,0,0,4662,560,0,0,256,326
0,0,100,0,0,0,0,4476,342,0,0,244,314
0,0,100,0,0,0,0,4390,342,0,0,264,326
0,0,99.800,0,0.200,0,0,5832,560,0,0,266,320
0,0,100,0,0,0,0,6010,384,0,0,252,303
0,0,99.799,0.201,0,0,24576,4204,342,0,0,280,352
0,0,99.800,0,0.200,0,0,8318,734,0,0,283,330
0,0,100,0,0,0,0,4580,474,0,0,251,306
0,0,100,0,0,0,122880,6276,342,0,0,278,337
0,0,99.800,0,0.200,0,0,6102,662,0,0,266,320
0.201,0,99.799,0,0,0,0,4374,798,0,0,249,316
0,0,99.799,0.201,0,0,57344,4232,342,0,0,283,342
0,0,100,0,0,0,0,5342,560,0,0,253,308
0,0,99.800,0,0.200,0,24576,3930,342,0,0,251,324
0.201,0,99.799,0,0,0,0,4104,342,0,0,278,325
0,0,100,0,0,0,0,4966,560,0,0,241,310
0,0,99.598,0.402,0,0,32768,3998,342,0,0,242,316
0.200,0,99.599,0,0.200,0,0,7636,342,0,0,290,339
0,0,100,0,0,0,0,5506,560,0,0,260,321
0,0,100,0,0,0,0,5050,342,0,0,250,298
0.200,0,99.600,0,0.200,0,0,5044,342,0,0,280,330
0,0,100,0,0,0,0,7972,692,0,0,304,359
0,0,99.799,0.201,0,0,32768,4172,342,0,0,243,323
2.610,0,96.988,0.402,0,155648,0,5558,342,77824,0,337,356
0,0,99.800,0,0.200,0,0,6124,568,0,0,246,304
0,0,100,0,0,0,0,4692,342,0,0,256,318
0.200,0,99.800,0,0,0,0,4266,342,0,0,272,328
0,0,99.800,0,0.200,0,0,6832,560,0,0,268,304
0,0,99.598,0.402,0,0,24576,4436,436,0,0,268,332
0.201,0.602,98.193,1.004,0,131072,163840,4398,342,4096,0,434,463
0,0.200,99.600,0,0.200,0,0,5160,576,0,0,265,324
0,0,100,0,0,0,0,3896,384,0,0,288,344
0,0,100,0,0,0,0,5348,342,0,0,271,332
0,0,100,0,0,0,0,5446,560,0,0,264,324
0,0,100,0,0,0,0,4136,342,0,0,245,316
0,0,99.599,0.200,0.200,0,65536,4194,342,0,0,280,338
0.201,0,99.799,0,0,0,0,7156,692,0,0,262,324
0,0,100,0,0,0,0,7666,342,0,0,260,316
0,0,100,0,0,0,0,3928,444,0,0,284,358
0,0.201,99.398,0.201,0.201,16384,131072,5640,1016,8192,0,393,413
0,0.200,99.800,0,0,0,0,4362,358,0,0,260,313
0,0,99.799,0.201,0,0,57344,4552,342,0,0,296,349
0,0,99.800,0,0.200,0,0,5376,560,0,0,257,316
2.626,1.212,87.677,8.485,0,6111232,0,13701,14906,0,0,984,942
1.403,0.802,79.760,17.836,0.200,1851392,0,5049,647,0,0,530,717
3.823,0.805,79.074,16.298,0,1490944,0,5882,560,16384,0,606,731
1.807,0.602,78.916,18.474,0.201,5414912,270336,3698,350,12288,0,648,857
1.417,0.405,79.960,18.016,0.202,9838592,0,4204,358,0,0,663,831
1.205,0.402,79.116,19.076,0.201,6807552,65536,7170,560,0,0,645,846
0.808,0,80,19.192,0,6479872,180224,4272,350,0,0,551,721
1.811,0.604,86.117,11.268,0.201,9035776,0,5874,350,0,0,780,827
2.012,0.805,78.672,18.310,0.201,9101312,65536,7974,794,0,0,590,769
1.006,0.201,79.879,18.913,0,8839168,0,4631,7553,0,0,569,770
1.616,0.404,79.394,18.384,0.202,9830400,0,5281,342,0,0,764,970
14.629,1.804,71.142,12.224,0.200,3989504,0,5638,560,0,0,1525,1772
12.274,3.622,75.654,8.249,0.201,6422528,0,5551,9117,0,0,1214,1190
8.722,1.623,75.254,14.199,0.203,5685248,0,18277,120171,0,0,1320,1255
9.619,4.409,76.553,9.218,0.200,5324800,32768,25159,127495,0,0,1511,1348
13.169,3.086,74.486,9.053,0.206,7839744,0,4101,626,0,0,2213,2287
15.758,2.222,70.909,10.909,0.202,4661248,401408,4902,342,0,0,1517,1390
18.310,2.817,68.612,10.060,0.201,7110656,0,4895,853,0,0,1780,1620
11.469,1.610,74.447,12.274,0.201,5275648,0,4252,342,0,0,1190,1207
11.515,1.616,76.162,10.505,0.202,4579328,0,4088,408,0,0,1605,1574
18.421,1.822,71.255,8.300,0.202,5652480,57344,10220,3197,0,0,1970,1874
32.454,3.448,58.012,5.882,0.203,6430720,16384,5470,2956,0,0,2683,2489
24.096,2.209,72.691,0.803,0.201,974848,8192,7082,6281,0,0,1570,1277
0,0.201,99.799,0,0,0,0,7576,700,0,0,313,390
4.016,1.004,94.980,0,0,106496,0,8547,2833,0,0,1370,1538
0.402,1.408,97.988,0,0.201,0,81920,6567,1072,0,0,632,748
0,0,99.599,0.401,0,0,81920,5654,664,0,0,283,339
0.200,0,99.800,0,0,0,172032,4728,342,0,0,255,314
0,0,100,0,0,0,0,4842,342,0,0,287,332
0,0,99.800,0,0.200,0,0,5002,560,0,0,240,308
0,0,99.799,0.201,0,0,106496,5642,342,0,0,283,343
0,0,100,0,0,0,0,4400,342,0,0,286,330
0,0.200,99.800,0,0,0,32768,5520,560,0,0,263,314
0,0,100,0,0,0,0,4028,342,0,0,238,301
0,0,99.799,0,0.201,0,0,9650,342,0,0,300,325
0,0,100,0,0,0,0,4370,560,0,0,249,328
0,0,99.799,0.201,0,0,24576,5132,342,0,0,270,312
0.200,0.200,99.600,0,0,0,57344,4404,342,0,0,278,334
