"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering2_3.csv",,,,"Date:","27 Sep 2022 19:19:22 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
6.418,0.644,91.405,1.453,0.079,2594061.403,4585249.095,0,0,4975.431,9604.309,772.850,589.796
0,0.200,99.800,0,0,0,0,3780,806,0,0,161,142
0,0,100,0,0,0,0,5253,900,0,0,188,156
0,0,100,0,0,0,0,4488,342,0,0,167,142
0.200,0,99.800,0,0,0,0,5318,342,0,0,167,122
0,0,100,0,0,0,0,4087,1004,0,0,180,155
0.200,0,99.401,0.399,0,0,98304,4476,342,0,0,165,139
0,0,99.800,0,0.200,0,0,6526,342,0,0,167,149
0.200,0.200,99.601,0,0,0,0,4475,900,0,0,188,154
0.200,0,99.800,0,0,0,0,3816,342,0,0,155,130
0,0,100,0,0,0,0,5612,342,0,0,172,126
0,0,99.800,0,0.200,0,0,4345,900,0,0,184,164
0.200,0,99.600,0.200,0,0,24576,4652,342,0,0,173,138
0,0,100,0,0,0,0,4084,342,0,0,150,130
0.200,0.200,99.600,0,0,0,0,4265,2199,0,0,180,150
0,0,100,0,0,0,0,3506,342,0,0,141,134
0,0,100,0,0,0,0,4188,342,0,0,154,130
0.200,0,99.800,0,0,0,16384,4419,900,0,0,180,146
0,0,99.800,0.200,0,0,32768,4360,342,0,0,172,148
0.200,0,99.601,0,0.200,0,0,4186,342,0,0,165,144
0.200,0,99.800,0,0,0,0,5201,900,0,0,190,148
0,0,100,0,0,0,0,3310,342,0,0,132,124
0.200,0,99.599,0.200,0,0,114688,5194,342,0,0,180,138
0,0,100,0,0,0,0,4684,900,0,0,182,162
0,0,99.800,0.200,0,0,32768,4674,342,0,0,169,138
0.200,0,99.800,0,0,0,0,3470,342,0,0,135,122
0,0.200,99.600,0,0.200,0,0,4516,900,0,0,181,150
0.200,0,99.800,0,0,0,0,7444,342,0,0,156,134
0,0,100,0,0,0,0,4582,342,0,0,163,134
0.200,0,99.600,0.200,0,65536,0,4017,2301,32768,0,197,169
0,0,99.600,0.200,0.200,0,24576,4172,814,0,0,158,138
0.200,0,99.800,0,0,0,0,3998,342,0,0,158,142
0,0,100,0,0,0,8192,4439,900,0,0,187,158
0,0,100,0,0,0,0,4716,342,0,0,168,134
0.200,0,99.601,0,0.200,0,0,4816,342,0,0,156,124
0,0,100,0,0,0,0,3647,900,0,0,168,157
0.200,0,99.401,0.399,0,0,24576,5230,342,0,0,181,138
0,0,100,0,0,0,0,4694,342,0,0,160,130
0,0,99.800,0,0.200,0,0,5327,900,0,0,176,157
0.200,0,99.800,0,0,0,0,5540,342,0,0,167,144
0.201,0.803,98.795,0.201,0,0,114688,5020,384,0,0,333,242
0,0,100,0,0,0,0,4377,900,0,0,181,152
0,0,99.800,0,0.200,0,0,5006,342,0,0,163,136
0.200,0,99.800,0,0,0,0,4558,342,0,0,167,142
0,0,100,0,0,32768,0,5571,2199,16384,0,193,156
0.200,0,99.601,0,0.200,0,0,5086,350,0,0,163,122
0,0,99.600,0.400,0,0,90112,4484,342,0,0,171,144
0,0,100,0,0,0,0,5717,900,0,0,197,154
0.200,0,99.800,0,0,0,16384,5048,342,0,0,171,133
0,0,99.800,0,0.200,0,0,4670,342,0,0,173,140
0.200,0,99.800,0,0,0,0,7511,1032,0,0,205,146
0,0,100,0,0,0,0,5056,342,0,0,173,140
0,0,99.599,0.200,0.200,0,32768,4688,342,0,0,177,140
0.200,0,99.800,0,0,0,24576,4915,900,0,0,194,165
0,0,100,0,0,0,0,4510,342,0,0,152,132
0.200,0,99.800,0,0,0,0,4312,384,0,0,163,141
0,0,99.800,0,0.200,0,0,5413,900,0,0,190,148
0.200,0,99.800,0,0,0,0,5068,474,0,0,157,127
0,0,99.599,0.401,0,8192,114688,4270,444,0,0,174,152
0.200,0,99.800,0,0,32768,0,5095,2671,16384,0,209,176
0,0,99.800,0,0.200,0,0,4432,350,0,0,152,124
0,0,100,0,0,0,0,4736,342,0,0,160,126
0.200,0.200,99.601,0,0,0,0,5881,900,0,0,184,144
0,0,100,0,0,0,8192,3920,342,0,0,155,143
0.200,0,99.600,0.200,0,0,24576,5578,342,0,0,165,142
0,0,99.800,0,0.200,0,0,4879,900,0,0,183,149
0,0,100,0,0,0,0,3956,342,0,0,152,126
