"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering3_3.csv",,,,"Date:","27 Sep 2022 23:56:49 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
8.536,0.823,87.771,2.790,0.080,4423801.520,6703967.279,0,0,7620.313,15039.997,894.161,618.413
0,0,100,0,0,0,0,8412,806,0,0,167,126
0,0,100,0,0,8192,0,4595,900,4096,0,171,145
0,0,99.800,0,0.200,0,0,7570,350,0,0,178,141
0.200,0,99.800,0,0,0,0,4900,342,0,0,162,136
0,0,100,0,0,8192,0,4633,2199,4096,0,197,166
0.199,0,99.203,0.398,0.199,0,73728,5036,392,0,0,168,135
0,0,100,0,0,0,0,4630,342,0,0,152,126
0.200,0,99.800,0,0,0,0,5375,900,0,0,187,155
0,0,100,0,0,0,0,4766,342,0,0,163,128
0.200,0,99.601,0,0.200,0,0,4766,342,0,0,158,138
0,0,100,0,0,0,0,5577,900,0,0,185,144
0,0,99.599,0.401,0,0,24576,4420,342,0,0,177,152
0.199,0.199,99.402,0,0.199,0,0,5314,342,0,0,182,139
0,0,100,0,0,0,0,3869,900,0,0,163,150
0,0,100,0,0,0,0,4430,342,0,0,157,136
0.200,0,99.800,0,0,0,0,3852,342,0,0,145,136
0,0,100,0,0,0,0,4065,900,0,0,162,156
0,0.200,99.400,0.200,0.200,0,24576,4162,342,0,0,151,139
0,0,100,0,0,0,0,3862,342,0,0,140,127
0.200,0,99.800,0,0,0,0,4477,2199,0,0,193,175
0,0,100,0,0,0,0,6604,342,0,0,161,126
0.200,0,99.601,0,0.200,0,0,4078,342,0,0,143,128
0,0,100,0,0,0,40960,4611,900,0,0,182,150
0,0,99.800,0.200,0,0,40960,4074,342,0,0,166,152
0.200,0,99.800,0,0,0,0,4460,342,0,0,162,142
0,0,100,0,0,0,0,4721,900,0,0,172,147
0.200,0,99.800,0,0,0,0,4854,384,0,0,158,120
0,0,100,0,0,0,73728,5004,342,0,0,166,141
0,0,100,0,0,0,0,4649,1002,0,0,187,158
0.200,0,99.400,0.200,0.200,0,24576,4052,798,0,0,155,144
0,0,100,0,0,0,0,4992,342,0,0,165,130
0.200,0,99.800,0,0,0,0,3903,900,0,0,165,152
0,0,100,0,0,0,8192,5376,342,0,0,181,134
0.200,0,99.800,0,0,0,0,4638,342,0,0,159,124
0,0,99.800,0,0.200,32768,0,5875,2199,16384,0,216,171
0.200,0,99.401,0.399,0,0,24576,5031,350,0,0,171,148
0,0,100,0,0,0,0,5424,342,0,0,165,128
0,0.200,99.800,0,0,0,0,5406,900,0,0,191,149
0.200,0,99.601,0,0.200,0,0,6488,342,0,0,196,128
0,0,100,0,0,0,0,5752,342,0,0,185,142
0.200,0,99.800,0,0,0,0,9579,900,0,0,216,146
0,0,99.599,0.200,0.200,0,24576,5300,342,0,0,169,134
0,0,100,0,0,0,0,5295,342,0,0,177,135
0.200,0,99.800,0,0,0,0,4567,900,0,0,184,160
0.200,0,99.601,0,0.200,0,0,5286,342,0,0,178,134
0,0,100,0,0,0,0,5100,342,0,0,163,130
0,0,100,0,0,0,0,6013,900,0,0,187,142
0,0,99.799,0.201,0,0,24576,4392,588,0,0,172,165
0.200,0.200,99.401,0,0.200,0,0,4728,984,0,0,219,167
0,0,100,0,0,0,0,4645,2505,0,0,217,196
0.200,0,99.800,0,0,0,0,5008,444,0,0,168,135
0,0,100,0,0,0,0,4366,342,0,0,156,130
0.200,0,99.601,0,0.200,0,0,5073,900,0,0,192,159
0.200,0,99.400,0.400,0,0,73728,4566,342,0,0,177,146
0.802,0.802,97.395,1.002,0,163840,0,5520,4136,0,0,339,303
0,0,100,0,0,0,0,3527,900,0,0,167,154
0.200,0,99.601,0,0.200,0,0,4678,618,0,0,179,140
0.200,0,99.800,0,0,0,0,5666,2478,0,0,291,238
0.200,0,99.198,0.401,0.200,0,106496,6533,4392,0,0,378,349
1.400,1.200,97.400,0,0,0,0,4126,706,0,0,222,167
2.200,2,95.800,0,0,0,0,6872,1050,0,0,247,157
0.602,0.803,98.594,0,0,24576,0,5409,3724,12288,0,362,316
2,1.400,96,0.400,0.200,0,73728,7516,4722,0,0,545,449
1.600,1.200,97,0,0.200,0,90112,6542,4724,0,0,532,444
1.004,0.602,97.992,0.402,0,16384,49152,8007,6609,8192,0,577,497
1.004,0.402,98.394,0,0.201,0,0,7202,4812,0,0,524,443
1.600,0.800,97.400,0,0.200,0,0,7800,4874,0,0,524,438
1.002,0.802,97.796,0.200,0.200,0,49152,9133,5270,0,0,551,464
1.207,1.006,97.787,0,0,0,0,7810,4732,0,0,527,430
1.397,0.798,97.405,0.200,0.200,0,49152,8090,4818,0,0,551,466
1.004,1.004,97.791,0,0.201,0,0,9453,5394,0,0,550,448
1.406,1.004,96.988,0.402,0.201,0,57344,9321,4880,0,0,608,496
1.600,0.400,98,0,0,0,0,9910,4692,0,0,545,438
0.601,0.200,98.397,0.601,0.200,0,49152,8835,5554,0,0,555,479
1.597,0.998,97.206,0,0.200,0,0,8362,4906,0,0,545,442
1.202,0.601,97.796,0.200,0.200,0,49152,9246,4514,0,0,529,428
1.403,0.601,97.996,0,0,0,0,8299,5362,0,0,543,465
1.796,1.198,96.806,0,0.200,0,0,8916,4800,0,0,540,432
0.403,0.806,98.185,0.403,0.202,0,73728,8738,4706,0,0,539,451
1.603,1.202,97.194,0,0,0,0,9633,6635,0,0,597,477
3.006,1.603,94.990,0.200,0.200,0,57344,11180,4824,0,0,589,452
2.400,1.600,95.800,0,0.200,0,0,8744,4970,0,0,552,428
1.796,1.796,96.008,0.399,0,0,40960,7825,5392,0,0,593,478
