"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering3_2.csv",,,,"Date:","27 Sep 2022 23:57:22 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
7.463,0.662,88.939,2.833,0.103,5202201.856,7084499.422,0,0,7559.715,16940.306,1270.086,309.192
0.200,0,99.401,0.399,0,0,8192,5545,2663,0,0,229,184
0,0,99.800,0,0.200,0,0,5657,384,0,0,164,130
0,0,100,0,0,0,0,4704,342,0,0,172,138
0,0.200,99.800,0,0,0,0,5628,900,0,0,191,153
0,0,99.800,0,0.200,0,0,6458,342,0,0,206,147
0,0,99.800,0.200,0,0,24576,5110,342,0,0,186,150
0,0,100,0,0,0,0,10295,900,0,0,238,148
0,0,99.800,0,0.200,0,0,5168,342,0,0,170,134
0,0,100,0,0,0,0,5766,342,0,0,169,134
0,0,100,0,0,0,0,4786,900,0,0,182,152
0,0,100,0,0,0,0,4556,446,0,0,173,141
0,0,99.600,0.200,0.200,0,24576,5516,342,0,0,191,142
0,0.200,99.800,0,0,0,0,5815,900,0,0,213,170
0,0,100,0,0,0,0,5024,342,0,0,149,131
0,0,99.800,0,0.200,0,0,3626,342,0,0,146,137
0.200,0,99.800,0,0,0,0,4839,2199,0,0,193,164
0,0,100,0,0,0,0,4304,342,0,0,151,134
0.200,0.200,99,0.400,0.200,8192,24576,4660,342,4096,0,267,218
0,0,100,0,0,0,0,4235,916,0,0,177,150
0,0,100,0,0,0,0,5088,342,0,0,159,126
0,0,100,0,0,0,0,5062,342,0,0,177,148
0,0,99.800,0,0.200,0,0,3683,900,0,0,157,144
0,0,99.799,0.201,0,0,32768,4110,384,0,0,161,138
0,0.200,99.800,0,0,0,0,5186,342,0,0,173,133
0,0.201,99.799,0,0,0,122880,3926,1154,0,0,252,221
0,0,99.800,0,0.200,0,0,4460,342,0,0,155,130
0,0,100,0,0,0,0,6094,342,0,0,156,130
0,0,100,0,0,0,0,4225,900,0,0,169,140
0,0,99.800,0.200,0,0,49152,3660,444,0,0,170,157
0,0,99.800,0,0.200,0,0,4302,806,0,0,156,135
0,0,100,0,0,0,0,4355,2199,0,0,199,168
0,0,100,0,0,0,0,4750,342,0,0,161,128
0,0,100,0,0,0,0,3970,342,0,0,149,130
0,0,99.800,0,0.200,0,0,5767,900,0,0,191,152
0,0,99.800,0.200,0,0,32768,5456,342,0,0,193,145
0,0,100,0,0,0,0,4438,342,0,0,171,134
0,0,99.800,0,0.200,0,0,5035,900,0,0,200,152
0,0,100,0,0,0,0,7178,342,0,0,183,126
0,0,100,0,0,0,0,5956,342,0,0,175,120
0,0,99.800,0,0.200,0,0,6511,900,0,0,213,158
0,0,99.800,0.200,0,0,24576,5424,342,0,0,199,161
0,0,100,0,0,0,0,6054,342,0,0,174,124
0.200,0,99.800,0,0,0,0,5367,900,0,0,194,144
