"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering4_3.csv",,,,"Date:","28 Sep 2022 00:47:47 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
9.043,0.848,87.274,2.755,0.079,4378502.168,7056413.974,0,0,7612.783,14801.908,909.994,621.122
0,0,100,0,0,32768,40960,5525,1364,8192,0,204,160
0,0,100,0,0,0,0,5976,424,0,0,161,135
0,0,100,0,0,0,0,5336,468,0,0,175,138
0,0,100,0,0,0,0,4261,1136,0,0,191,160
0,0,100,0,0,0,0,5696,508,0,0,195,154
0,0,99.799,0.201,0,0,90112,4604,1947,0,0,213,198
0.200,0,99.601,0,0.200,0,0,5325,1120,0,0,241,182
0,0,100,0,0,0,0,5630,648,0,0,194,156
0,0,100,0,0,0,0,5348,444,0,0,178,130
0,0,100,0,0,0,0,5745,900,0,0,190,168
0,0,99.800,0,0.200,0,0,4630,342,0,0,161,128
0,0,99.600,0.400,0,0,24576,4222,342,0,0,149,134
0,0,100,0,0,0,0,4471,900,0,0,178,146
0,0.401,99.599,0,0,0,0,5087,596,0,0,225,165
0.200,0,99.601,0,0.200,0,0,6080,342,0,0,176,149
0,0,100,0,0,0,0,4351,900,0,0,176,155
0,0,100,0,0,0,0,3932,342,0,0,145,124
0,0,99.800,0.200,0,0,32768,4196,342,0,0,166,150
8.300,5.466,84.008,1.822,0.405,2981888,0,4499,1010,0,0,1896,1741
30.769,6.478,62.348,0.202,0.202,40960,0,4710,486,0,0,3065,3061
33.534,6.024,60.040,0,0.402,0,0,4745,1875,0,0,2926,2355
27,4.800,67,1,0.200,1630208,0,11557,994,0,0,2113,1513
39.148,4.665,55.781,0,0.406,65536,0,4978,5138,0,0,2983,2376
51.815,8.468,39.315,0.202,0.202,0,188416,16024,12199,0,0,4015,3990
62.146,10.729,26.923,0,0.202,0,0,4729,1582,0,0,4108,4078
57.258,10.081,32.460,0,0.202,0,0,5739,576,0,0,3817,3516
64.718,8.669,26.210,0,0.403,0,0,15295,11993,0,0,4265,4016
80.533,9.631,9.836,0,0,0,0,25175,39159,0,0,4052,5478
66.598,7.377,25.410,0.410,0.205,0,729088,16752,71075,0,0,6067,7047
55.870,4.858,39.069,0,0.202,0,0,18298,3102,0,0,4075,4185
39.839,3.219,56.942,0,0,0,0,119567,36396,0,0,3355,4487
66.532,3.226,30.040,0,0.202,0,73728,241212,263675,0,0,3995,4779
39.069,2.834,58.097,0,0,0,0,7830,5288,0,0,2098,1788
39.757,3.448,55.984,0.406,0.406,0,466944,4977,994,0,0,4083,3532
35.484,3.629,60.282,0.202,0.403,0,90112,7858,12689,0,0,2914,2378
4.427,0,95.573,0,0,0,0,5838,9655,0,0,394,342
13.710,0.806,85.081,0.202,0.202,0,237568,10965,41570,0,0,1343,1076
55.691,3.659,40.041,0.203,0.407,24576,0,6882,4640,0,0,6553,6085
62.424,4.242,32.929,0.202,0.202,57344,32768,5486,1736,12288,0,4671,4474
68.474,2.209,28.715,0.201,0.402,753664,155648,25842,109974,0,0,3852,3471
61.100,3.666,35.031,0,0.204,16384,0,44797,38410,0,0,3463,3266
70.101,7.273,20.808,1.616,0.202,43491328,0,22948,3083,151552,0,5367,5169
76.647,22.355,0.798,0.200,0,77258752,0,10893,40934,32768,0,3668,3181
87.425,12.176,0.399,0,0,71024640,106496,10025,650,0,0,2949,2397
76.970,4.040,2.222,16.768,0,83623936,0,6437,3962,0,0,2760,2016
67.203,10.865,8.249,13.682,0,43778048,1130496,4257,900,0,0,3187,2678
79,5,5.600,10.200,0.200,76283904,8192,4844,392,0,0,3043,1939
65.070,10.978,12.974,10.778,0.200,37502976,0,3516,452,8192,0,2817,1748
72.455,2.794,11.377,13.174,0.200,52953088,0,4587,1143,0,0,3049,1948
71.515,10.303,3.838,14.343,0,72925184,557056,5026,444,0,0,2510,1662
79.518,10.040,4.016,6.225,0.201,111009792,8192,20997,19091,0,0,3427,2515
93.988,4.409,0.802,0.802,0,114294784,40960,15468,11286,8192,0,2699,1926
78.831,10.685,4.637,5.847,0,103424000,0,22889,18502,0,0,2295,1653
71.573,9.476,9.677,9.274,0,116785152,0,6268,1380,0,0,2356,1333
41.449,5.835,19.920,32.596,0.201,79437824,0,17906,18877,4096,0,1770,1036
83.968,11.022,1.603,3.407,0,166985728,1204224,19454,17696,0,0,2732,1586
84.369,6.413,1.403,7.816,0,109051904,73728,5404,8753,0,0,2123,977
69.261,5.589,10.379,14.571,0.200,117932032,0,3589,1011,122880,0,1944,952
63.126,10.621,11.222,15.030,0,107962368,0,9698,9487,24576,0,2080,945
