"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering2_1.csv",,,,"Date:","27 Sep 2022 19:19:03 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.458,0.451,93.819,1.170,0.101,1794106.904,3349273.434,0,0,3194.004,6228.276,1173.679,400.356
0,0,100,0,0,0,32768,4924,1024,0,0,279,344
0,0,100,0,0,0,0,4528,384,0,0,268,330
0.200,0.200,99.599,0,0,0,0,7200,568,0,0,261,308
0,0,100,0,0,0,0,5248,664,0,0,270,326
0,0,99.800,0,0.200,0,0,4200,342,0,0,248,306
0,0.200,99.399,0.401,0,0,73728,7450,436,0,0,279,350
0.201,0,99.799,0,0,0,0,6344,560,0,0,308,356
0,0.200,99.800,0,0,0,0,4790,342,0,0,262,312
0,0,100,0,0,0,0,4962,408,0,0,254,298
0,0,100,0,0,0,0,5058,560,0,0,275,344
0,0.200,99.599,0.200,0,0,32768,5160,436,0,0,266,322
0,0,100,0,0,0,0,4650,342,0,0,260,320
0,0.200,99.599,0,0.200,0,0,5180,560,0,0,273,339
0.402,0,99.398,0.201,0,131072,0,3916,342,65536,0,375,440
0,0.200,99.800,0,0,0,0,5396,350,0,0,268,308
0,0,100,0,0,0,0,6188,560,0,0,298,346
0,0,99.198,0.601,0.200,0,172032,5116,342,0,0,295,347
0.201,0,99.799,0,0,0,0,7022,474,0,0,264,337
0,0.200,99.599,0.200,0,65536,0,5838,560,32768,0,284,332
0,0,100,0,0,0,0,4052,350,0,0,241,306
0,0,99.800,0,0.200,0,0,4844,342,0,0,253,308
0,0.200,99.399,0.401,0,0,57344,5826,560,0,0,313,376
0,0.200,99.800,0,0,0,0,4984,342,0,0,259,300
0,0,100,0,0,0,0,4552,436,0,0,251,308
0,0,99.800,0,0.200,0,0,5486,560,0,0,283,335
0,0,100,0,0,0,0,6494,342,0,0,248,314
0,0,100,0,0,0,0,4288,342,0,0,247,320
0,0.201,99.598,0.201,0,0,32768,5094,560,0,0,290,349
0,0,99.800,0,0.200,0,0,5068,444,0,0,256,300
0,0.200,99.800,0,0,0,0,4938,798,0,0,254,312
0.201,0,99.799,0,0,0,0,5250,560,0,0,284,340
0,0,99.800,0,0.200,0,8192,4094,342,0,0,251,322
0,0,100,0,0,0,0,7028,474,0,0,249,303
0,0,99.598,0.402,0,65536,24576,4328,560,32768,0,273,350
0,0.200,99.800,0,0,0,0,4104,358,0,0,246,312
0.200,0,99.600,0,0.200,0,0,4500,342,0,0,244,304
0.200,0,99.800,0,0,0,73728,5416,560,0,0,309,361
0,0,100,0,0,0,0,4144,342,0,0,257,315
0,0.200,99.600,0,0.200,0,0,4878,342,0,0,251,300
0,0,99.799,0.201,0,0,24576,4922,560,0,0,281,345
0,0,100,0,0,0,0,4928,342,0,0,247,302
0.200,0,99.800,0,0,0,0,4146,342,0,0,256,330
0,0.200,99.599,0,0.200,0,0,6025,560,0,0,281,332
0,0,100,0,0,0,0,3886,342,0,0,230,300
0,0,100,0,0,0,0,4453,432,0,0,243,308
0.200,0,99.400,0.400,0,65536,24576,8284,560,32768,0,301,364
0,0.201,99.398,0.402,0,0,98304,4762,358,0,0,287,340
0,0,100,0,0,0,0,6406,474,0,0,259,314
0,0,100,0,0,0,0,5318,602,0,0,268,327
0.200,0,99.800,0,0,0,0,3704,342,0,0,238,314
0,0,99.800,0,0.200,0,0,4160,342,0,0,248,310
0,0,99.799,0.201,0,0,57344,6142,560,0,0,313,368
0,0.200,99.800,0,0,0,0,4446,342,0,0,245,297
0,0,100,0,0,0,0,4020,436,0,0,242,305
0.200,0,99.800,0,0,0,0,5840,560,0,0,291,343
0,0.200,99.800,0,0,0,0,5102,342,0,0,253,304
0,0,100,0,0,0,0,5546,342,0,0,251,316
0.200,0,99.200,0.400,0.200,65536,24576,6028,662,32768,0,310,372
0.201,0.604,98.793,0.402,0,0,114688,5428,822,0,0,399,413
0,0,100,0,0,0,0,4198,342,0,0,280,328
0.200,0,99.800,0,0,0,0,5788,560,0,0,283,330
0,0.200,99.800,0,0,0,0,4330,342,0,0,253,324
0,0,99.800,0,0.200,0,8192,7780,474,0,0,268,313
0,0,100,0,0,0,0,6554,560,0,0,287,325
0,0.200,99.599,0.200,0,0,90112,4512,342,0,0,257,318
0,0,100,0,0,0,0,5002,342,0,0,265,324
0.200,0,99.599,0,0.200,0,0,6326,560,0,0,311,358
0,0.200,99.800,0,0,0,0,5192,474,0,0,267,310
0,0,100,0,0,0,0,7054,342,0,0,259,294
0,0,100,0,0,0,0,6200,560,0,0,298,344
0,0,99.598,0.402,0,0,24576,4800,342,0,0,272,320
0.200,0,99.600,0,0.200,0,0,4734,342,0,0,256,322
0,0,100,0,0,65536,98304,6112,602,32768,0,293,346
0.201,0,99.799,0,0,65536,0,3976,358,32768,0,354,414
0,0,100,0,0,0,0,4982,350,0,0,251,306
0.200,0.200,99.600,0,0,0,0,6514,692,0,0,300,342
0,0,99.399,0.401,0.200,0,40960,4362,342,0,0,254,328
0,0,99.799,0.201,0,0,122880,7340,474,0,0,282,346
0,0.200,99.800,0,0,0,0,5716,560,0,0,280,332
0.200,0,99.800,0,0,0,0,4258,342,0,0,244,304
0,0,99.800,0,0.200,0,0,6090,342,0,0,258,308
0,0,100,0,0,0,0,5166,560,0,0,297,366
0,0.200,99.399,0.401,0,0,81920,5268,342,0,0,256,324
0,0,99.800,0,0.200,0,0,4905,460,0,0,261,306
0.200,0,99.800,0,0,0,0,5326,727,0,0,279,342
0,0,100,0,0,0,0,5046,342,0,0,255,316
0,0,99.800,0,0.200,0,0,4764,444,0,0,263,324
0,0.200,99.800,0,0,0,0,6104,1016,0,0,293,340
0.201,0,99.799,0,0,0,32768,4632,342,0,0,257,306
0,0,100,0,0,0,0,4272,342,0,0,246,317
0,0,99.800,0,0.200,0,0,5776,560,0,0,298,338
0,0,100,0,0,0,0,6114,342,0,0,271,318
0,0,99.396,0.604,0,0,434176,7942,474,0,0,300,328
0,0.200,99.600,0,0.200,0,0,6632,602,0,0,295,330
0,0,99.599,0.401,0,0,24576,5570,342,0,0,275,324
0,0,100,0,0,0,0,4940,342,0,0,260,304
0.200,0.200,99.400,0,0.200,0,0,7400,560,0,0,337,362
0.401,0.802,98.798,0,0,0,0,7054,2671,0,0,382,366
4.225,5.835,89.537,0.201,0.201,16384,16384,7066,2958,0,0,1305,984
0,0.201,99.799,0,0,0,0,6484,568,0,0,316,355
0,0,99.799,0.201,0,0,65536,5546,342,0,0,270,316
0.200,0,99.800,0,0,0,0,4624,342,0,0,256,326
0.401,0,99.599,0,0,0,0,7425,560,0,0,303,330
0,0,99.800,0,0.200,0,0,5330,342,0,0,259,300
0,0.200,99.800,0,0,0,0,5018,342,0,0,256,306
0.200,0.200,99.600,0,0,0,0,6260,560,0,0,296,342
0,0,99.599,0.200,0.200,0,24576,3935,342,0,0,259,330
0,0,100,0,0,0,0,6368,474,0,0,249,318
0,0.200,99.399,0.401,0,0,188416,6644,560,0,0,315,350
0,0,100,0,0,0,0,4302,342,0,0,245,310
0,0.200,99.600,0,0.200,0,0,4556,342,0,0,246,308
0,0,100,0,0,0,0,4932,560,0,0,290,360
0,0,99.799,0.201,0,0,57344,3836,342,0,0,246,312
0,0.200,99.800,0,0,0,0,3538,342,0,0,230,306
0.200,0,99.600,0,0.200,0,0,4902,560,0,0,274,338
0,0,100,0,0,0,0,6788,444,0,0,257,306
0,0,100,0,0,0,0,5054,798,0,0,267,316
0,0.200,99.600,0,0.200,0,0,6912,560,0,0,304,350
0,0,99.799,0.201,0,0,24576,5248,446,0,0,279,322
0,0,100,0,0,0,0,3740,342,0,0,231,302
0,0.200,99.800,0,0,0,0,5326,560,0,0,274,332
0,0,99.800,0,0.200,0,0,3786,342,0,0,249,326
0,0,100,0,0,0,0,7362,474,0,0,259,310
0,0.200,99.800,0,0,0,0,6490,560,0,0,278,326
0,0,99.799,0.201,0,0,24576,4550,342,0,0,261,326
0.200,0,99.600,0,0.200,0,0,4384,342,0,0,247,314
0,0,100,0,0,0,0,5280,560,0,0,295,360
0.201,0,99.799,0,0,0,0,4876,342,0,0,255,303
0,0,98.800,1,0.200,0,565248,4134,342,0,0,285,322
0,0.200,99.800,0,0,0,0,5948,560,0,0,286,342
0,0,99.799,0.201,0,0,24576,5022,436,0,0,263,318
0.200,0,99.599,0,0.200,0,0,6812,342,0,0,267,322
0,0,100,0,0,0,0,7062,560,0,0,282,335
0.401,0,99.599,0,0,32768,8192,4166,342,16384,0,358,410
0,0,100,0,0,0,0,4738,358,0,0,251,304
0.200,0,99.600,0,0.200,0,0,7610,560,0,0,300,342
0,0,99.799,0.201,0,0,40960,4598,436,0,0,269,336
0,0.201,99.799,0,0,0,0,6730,474,0,0,267,338
0,0,99.800,0,0.200,0,0,6532,602,0,0,284,326
0.200,0,99.599,0.200,0,0,122880,4254,342,0,0,266,317
0,0,100,0,0,0,0,5910,342,0,0,253,305
0,0.200,99.599,0,0.200,0,0,5312,560,0,0,298,369
0,0,100,0,0,0,57344,4102,342,0,0,254,318
0,0.200,99.800,0,0,0,0,4228,342,0,0,246,302
0,0,100,0,0,0,24576,5870,756,0,0,303,350
0.200,0,99.600,0,0.200,0,0,5516,806,0,0,252,315
0,0,100,0,0,0,0,4634,342,0,0,255,324
0,0,100,0,0,0,0,5008,560,0,0,274,336
0,0,99.799,0.201,0,0,32768,4348,436,0,0,248,306
0,0.200,99.600,0,0.200,0,0,4006,342,0,0,240,314
0,0,100,0,0,0,0,4880,560,0,0,271,338
0,0.200,99.800,0,0,0,0,5386,342,0,0,249,316
0,0,100,0,0,0,0,8092,568,0,0,249,304
0.200,0,99.599,0,0.200,0,0,4800,560,0,0,274,334
0,0,99.799,0.201,0,0,24576,3844,342,0,0,250,324
0,0.200,99.800,0,0,0,0,3808,342,0,0,234,302
0.200,0,99.600,0,0.200,0,0,5168,560,0,0,291,363
0,0.200,99.800,0,0,0,0,4268,342,0,0,258,315
0,0,100,0,0,0,0,6186,342,0,0,243,298
0.200,0,99.800,0,0,0,0,5378,560,0,0,283,333
0,0,99.599,0.200,0.200,0,24576,4172,342,0,0,253,318
0,0.201,99.799,0,0,0,0,4202,342,0,0,259,332
0.200,0.200,99.600,0,0,0,0,5927,560,0,0,287,330
0,0,100,0,0,0,0,3986,342,0,0,236,300
0,0,99.800,0,0.200,0,8192,4658,342,0,0,249,308
0,0.200,99.800,0,0,0,0,7348,560,0,0,282,344
0,0,99.598,0.402,0,0,24576,4014,342,0,0,251,333
0,0.200,99.600,0,0.200,0,0,6642,474,0,0,260,312
0,0.200,99.800,0,0,0,0,5290,560,0,0,274,323
0,0,100,0,0,0,98304,4824,342,0,0,266,317
0,0.200,99.800,0,0,0,0,3560,342,0,0,242,306
0.200,0,99.599,0,0.200,0,0,5668,560,0,0,312,368
0,0.200,99.599,0.200,0,0,57344,5596,342,0,0,255,313
0.200,0,99.800,0,0,0,0,4274,444,0,0,247,308
0,0,99.800,0,0.200,0,0,5332,1016,0,0,284,339
0.200,0,99.800,0,0,0,0,4414,342,0,0,240,304
0,0.200,99.800,0,0,0,0,4522,342,0,0,257,320
0,0,100,0,0,0,0,5280,560,0,0,301,348
0.200,0,99.400,0.200,0.200,0,49152,4664,342,0,0,260,315
0,0.201,99.799,0,0,0,49152,4700,596,0,0,308,347
0.201,0,99.799,0,0,0,0,6639,560,0,0,313,344
0,0.200,99.800,0,0,0,0,3998,342,0,0,247,324
0,0,99.800,0,0.200,0,0,6384,474,0,0,248,314
0,0,100,0,0,0,0,5684,602,0,0,282,327
0,0.200,99.599,0.200,0,0,32768,4320,342,0,0,259,320
0,0,100,0,0,0,0,7172,342,0,0,260,320
0,0,100,0,0,0,0,6104,560,0,0,302,354
0.200,0.200,99.401,0,0.200,0,0,3348,342,0,0,241,306
0,0,100,0,0,0,0,3970,342,0,0,234,296
0,0,100,0,0,0,0,5192,560,0,0,287,346
0,0,99.599,0.200,0.200,0,24576,4898,342,0,0,258,318
0.200,0,99.800,0,0,0,0,5800,342,0,0,269,322
0,0.200,99.800,0,0,0,0,6350,560,0,0,295,336
0.200,0.200,99.399,0,0.200,49152,0,4408,342,24576,0,382,426
0,0,100,0,0,0,0,4246,350,0,0,237,300
0,0,100,0,0,0,16384,5282,560,0,0,284,339
0,0,99.799,0.201,0,0,40960,4150,342,0,0,254,330
0,0,99.800,0,0.200,0,0,5900,474,0,0,255,336
0,0.201,99.799,0,0,0,0,6710,560,0,0,285,328
0,0,100,0,0,0,0,4328,342,0,0,237,302
0.200,0.200,99.400,0.200,0,0,122880,4366,342,0,0,253,314
0,0,99.800,0,0.200,0,0,5514,560,0,0,298,362
